,county,incidence_rate_per_100k,avg_annual_count,recent_trend,five_year_incidence_change_rate,stateFIPS,incidence_rate_per_100k_low_95,incidence_rate_per_100k_high_95,five_year_incidence_change_rate_low_95,five_year_incidence_change_rate_high_95
2388,Gibson County          ,459.5 ,291,stable,-0.1 ,47,435.7, 484.4,-6.0, 6.1
2389,Roane County          ,459.2 ,368,stable,-2.3 ,47,437.3, 481.9,-10.3, 6.4
2390,Lake County          ,459.0 ,41,stable,-4.1 ,47,397.5, 528.0,-14.2, 7.2
2391,Obion County          ,459.0 ,196,stable,1.3 ,47,429.8, 489.8,-5.5, 8.5
2392,Cannon County          ,458.7 ,84,falling,-4.0 ,47,414.9, 506.3,-7.4, -0.5
2393,Henderson County          ,458.4 ,162,stable,-2.5 ,47,426.6, 492.1,-12.0, 8.0
2394,Shelby County          ,458.3 ,"4,404",stable,-1.4 ,47,452.1, 464.6,-4.2, 1.4
2395,Hamilton County          ,458.1 ,"1,987",stable,0.2 ,47,448.9, 467.5,-4.3, 5.0
2396,Haywood County          ,458.0 ,104,stable,-5.4 ,47,418.0, 500.9,-14.8, 5.0
2397,Rutherford County          ,453.0 ,"1,155",stable,-1.4 ,47,441.0, 465.3,-4.1, 1.3
2398,Lawrence County          ,452.8 ,245,stable,0.4 ,47,427.2, 479.6,-6.0, 7.4
2399,Montgomery County          ,452.0 ,672,stable,-1.6 ,47,436.3, 468.1,-5.9, 2.8
2400,Wilson County          ,451.4 ,660,stable,-1.4 ,47,435.7, 467.6,-6.4, 3.7
2401,Chester County          ,451.2 ,91,stable,-2.8 ,47,409.7, 495.9,-8.9, 3.8
2402,Bedford County          ,450.9 ,236,stable,-1.7 ,47,425.0, 478.0,-6.3, 3.2
2403,Johnson County          ,450.4 ,117,stable,1.1 ,47,413.2, 490.3,-8.8, 12.1
2404,Dyer County          ,450.1 ,207,stable,1.4 ,47,422.5, 479.2,-0.2, 3.1
2405,Wayne County          ,449.4 ,100,stable,0.2 ,47,410.0, 491.9,-11.1, 13.0
2406,Davidson County          ,449.3 ,"2,948",stable,-0.1 ,47,441.9, 456.8,-1.1, 1.0
2407,Cumberland County          ,448.5 ,458,stable,-1.9 ,47,428.5, 469.3,-8.4, 5.0
2408,Bradley County          ,448.1 ,553,stable,-1.1 ,47,431.2, 465.5,-5.6, 3.6
2409,Hickman County          ,447.8 ,136,stable,-1.0 ,47,414.0, 483.8,-9.4, 8.3
2410,Smith County          ,446.3 ,106,stable,0.9 ,47,407.9, 487.5,-14.2, 18.8
2411,Madison County          ,446.2 ,520,stable,1.7 ,47,428.8, 464.2,-6.8, 11.0
2412,Giles County          ,443.9 ,177,stable,-3.6 ,47,414.0, 475.5,-12.8, 6.5
2413,Williamson County          ,442.1 ,945,stable,0.0 ,47,429.1, 455.5,-2.0, 2.1
2414,Weakley County          ,441.8 ,184,stable,1.6 ,47,412.8, 472.4,-8.2, 12.3
2415,McMinn County          ,441.5 ,314,stable,0.4 ,47,419.2, 464.8,-2.6, 3.5
2416,Fayette County          ,426.5 ,237,stable,-4.1 ,47,401.3, 452.9,-9.3, 1.3
2417,Clay County          ,421.4 ,51,stable,2.3 ,47,368.9, 480.2,-5.7, 10.8
2418,Carter County          ,419.1 ,332,stable,-3.6 ,47,398.4, 440.7,-15.7, 10.1
2419,DeKalb County          ,415.4 ,105,stable,-2.4 ,47,379.6, 454.0,-12.0, 8.2
2420,Pickett County          ,414.7 ,33,stable,-6.7 ,47,348.5, 491.6,-19.6, 8.3
2421,Bledsoe County          ,412.5 ,78,stable,-5.4 ,47,371.4, 457.4,-11.9, 1.5
2422,Van Buren County          ,407.6 ,34,stable,-10.8 ,47,345.3, 479.1,-31.5, 16.2
2423,Jackson County          ,406.7 ,71,stable,-4.4 ,47,362.8, 455.1,-17.9, 11.2
2424,Moore County          ,399.8 ,37,stable,-0.6 ,47,341.8, 466.1,-23.6, 29.4
2425,Lincoln County          ,391.4 ,177,stable,1.8 ,47,365.2, 419.2,-7.0, 11.3
2426,Polk County          ,576.4 ,374,stable,0.4 ,48,549.4, 604.6,-3.6, 4.6
2427,Lampasas County          ,510.4 ,135,stable,2.0 ,48,471.4, 552.0,-7.0, 11.9
2428,Wheeler County          ,510.1 ,36,stable,-4.3 ,48,435.8, 594.0,-14.0, 6.5
2429,Trinity County          ,500.0 ,117,stable,5.5 ,48,456.5, 546.9,-4.1, 16.0
2430,Houston County          ,490.5 ,164,rising,4.6 ,48,456.2, 527.0,2.9, 6.2
2431,Lamar County          ,489.8 ,317,falling,-5.8 ,48,465.3, 515.3,-11.2, -0.1
2432,Hall County          ,486.8 ,22,stable,-6.3 ,48,393.2, 597.6,-35.0, 35.1
2433,Gregg County          ,486.6 ,665,stable,-0.4 ,48,469.9, 503.7,-2.1, 1.5
2434,Henderson County          ,483.5 ,553,stable,0.1 ,48,464.8, 502.9,-2.6, 2.9
2435,Jackson County          ,482.7 ,87,stable,0.3 ,48,436.8, 532.3,-12.9, 15.4
2436,Jasper County          ,481.8 ,223,stable,1.6 ,48,452.8, 512.2,-11.3, 16.3
2437,Bell County          ,480.8 ,"1,347",stable,0.3 ,48,469.1, 492.6,-5.0, 5.9
2438,Grayson County          ,479.5 ,754,stable,-1.1 ,48,463.9, 495.5,-6.8, 4.8
2439,Milam County          ,477.2 ,158,stable,-1.4 ,48,443.3, 513.2,-6.7, 4.3
2440,Wilbarger County          ,475.4 ,77,stable,0.3 ,48,427.3, 527.7,-8.1, 9.5
2441,Delta County          ,475.4 ,36,stable,3.7 ,48,406.4, 554.1,-14.1, 25.3
2442,Coryell County          ,473.4 ,288,stable,1.2 ,48,448.6, 499.1,-8.1, 11.4
2443,Cherokee County          ,471.8 ,292,stable,0.5 ,48,447.3, 497.2,-4.4, 5.7
2444,Kaufman County          ,469.9 ,523,stable,-0.2 ,48,451.6, 488.8,-1.0, 0.6
2445,Fannin County          ,467.3 ,211,stable,0.3 ,48,438.7, 497.3,-5.5, 6.4
2446,Angelina County          ,466.5 ,467,stable,-2.0 ,48,447.5, 486.1,-7.4, 3.8
2447,Johnson County          ,465.1 ,789,stable,1.5 ,48,450.4, 480.2,-3.6, 7.0
2448,Starr County          ,463.2 ,254,stable,6.7 ,48,437.9, 489.6,-8.6, 24.5
2449,Hunt County          ,462.9 ,487,stable,-0.8 ,48,444.2, 482.1,-3.1, 1.7
2450,Hopkins County          ,462.1 ,203,falling,-4.6 ,48,433.3, 492.3,-8.7, -0.4
2451,Van Zandt County          ,462.0 ,339,stable,-2.4 ,48,439.3, 485.6,-8.4, 4.1
2452,McCulloch County          ,461.6 ,56,stable,5.8 ,48,406.2, 523.3,-19.7, 39.3
2453,Camp County          ,461.2 ,74,stable,-3.9 ,48,414.2, 512.3,-12.2, 5.2
2454,Sabine County          ,461.2 ,87,falling,-11.5 ,48,413.2, 514.1,-19.8, -2.4
2455,Potter County          ,460.9 ,544,stable,2.1 ,48,443.4, 478.9,-0.7, 4.9
2456,Dawson County          ,459.3 ,65,stable,-4.4 ,48,410.0, 512.9,-11.8, 3.6
2457,Hutchinson County          ,457.9 ,120,stable,3.5 ,48,421.0, 497.2,-4.4, 12.1
2458,Parker County          ,454.9 ,655,stable,-0.5 ,48,438.9, 471.3,-4.6, 3.8
2459,Upshur County          ,454.7 ,237,rising,3.9 ,48,428.4, 482.3,0.7, 7.1
2460,Walker County          ,454.1 ,320,stable,4.9 ,48,431.6, 477.4,-7.2, 18.5
2461,Cass County          ,454.0 ,194,stable,3.2 ,48,424.5, 485.1,-4.6, 11.5
2462,Nolan County          ,452.4 ,86,stable,1.7 ,48,409.5, 498.8,-8.4, 12.8
2463,Montague County          ,451.9 ,124,stable,-2.5 ,48,415.2, 491.3,-10.9, 6.7
2464,Orange County          ,448.1 ,443,stable,-0.6 ,48,429.3, 467.5,-5.6, 4.6
2465,DeWitt County          ,448.1 ,125,stable,-0.8 ,48,412.7, 485.9,-4.2, 2.7
2466,Refugio County          ,447.2 ,46,stable,2.2 ,48,388.3, 513.3,-9.9, 15.9
2467,Falls County          ,446.9 ,99,stable,-2.5 ,48,407.5, 489.3,-20.1, 19.0
2468,Wichita County          ,446.7 ,632,stable,0.6 ,48,430.9, 462.9,-1.3, 2.5
2469,Anderson County          ,444.9 ,292,stable,-1.5 ,48,422.0, 468.7,-9.6, 7.2
2470,Victoria County          ,444.7 ,452,stable,0.5 ,48,426.2, 463.9,-3.9, 5.2
2471,Kleberg County          ,442.1 ,132,stable,1.8 ,48,408.5, 477.7,-1.3, 5.1
2472,Rains County          ,442.1 ,78,stable,-1.9 ,48,395.7, 493.0,-11.3, 8.4
2473,Chambers County          ,441.0 ,164,stable,1.3 ,48,410.2, 473.5,-11.0, 15.2
2474,Gray County          ,440.7 ,121,falling,-6.6 ,48,405.9, 477.8,-12.6, -0.1
2475,Marion County          ,440.6 ,75,stable,-0.1 ,48,394.3, 491.8,-14.5, 16.6
2476,Baylor County          ,440.4 ,26,stable,-16.7 ,48,364.1, 530.4,-34.5, 5.8
2477,Clay County          ,440.2 ,65,stable,0.0 ,48,391.7, 493.8,-7.3, 7.9
2478,Knox County          ,440.0 ,23,stable,7.6 ,48,360.5, 533.2,-13.7, 34.2
2479,Freestone County          ,439.3 ,116,stable,-0.9 ,48,403.4, 477.9,-12.8, 12.7
2480,Hamilton County          ,439.1 ,58,stable,0.9 ,48,386.6, 497.6,-13.2, 17.2
2481,Aransas County          ,438.5 ,182,stable,-0.1 ,48,408.0, 471.1,-3.8, 3.8
2482,Smith County          ,437.9 ,"1,119",stable,0.8 ,48,426.3, 449.7,-4.8, 6.9
2483,Limestone County          ,437.8 ,134,stable,-5.4 ,48,404.3, 473.5,-18.3, 9.5
2484,Hill County          ,437.7 ,213,stable,-0.6 ,48,410.6, 466.2,-15.3, 16.8
2485,Tarrant County          ,437.5 ,"7,842",stable,-1.3 ,48,433.0, 442.0,-2.6, 0.1
2486,Calhoun County          ,437.4 ,114,stable,-5.1 ,48,401.4, 475.8,-14.0, 4.7
2487,Taylor County          ,436.4 ,620,stable,-0.3 ,48,420.9, 452.3,-6.5, 6.2
2488,Ellis County          ,435.8 ,701,stable,0.7 ,48,421.1, 451.0,-3.7, 5.2
2489,Rusk County          ,435.6 ,277,stable,3.1 ,48,412.5, 459.7,-3.1, 9.8
2490,Dallam County          ,435.0 ,27,stable,-8.7 ,48,362.6, 517.1,-22.1, 7.0
2491,Hardin County          ,434.8 ,287,stable,2.4 ,48,412.1, 458.5,-1.4, 6.2
2492,Lee County          ,434.4 ,94,stable,3.1 ,48,395.0, 476.8,-10.6, 18.8
2493,Sutton County          ,434.1 ,20,stable,7.0 ,48,351.9, 530.6,-24.9, 52.4
2494,Donley County          ,432.7 ,21,stable,-0.9 ,48,347.1, 534.3,-20.5, 23.4
2495,Navarro County          ,430.6 ,254,falling,-4.8 ,48,406.7, 455.5,-8.5, -1.0
2496,Matagorda County          ,429.8 ,193,stable,-1.6 ,48,402.4, 458.7,-5.7, 2.8
2497,Mitchell County          ,428.0 ,41,stable,0.2 ,48,370.9, 491.6,-10.6, 12.3
2498,Wharton County          ,427.9 ,212,stable,0.7 ,48,401.9, 455.1,-4.0, 5.8
2499,Wood County          ,427.9 ,309,stable,2.1 ,48,404.8, 452.0,-0.6, 4.9
2500,Randall County          ,427.0 ,595,stable,-2.0 ,48,411.5, 442.9,-7.7, 4.0
2501,Tom Green County          ,425.6 ,546,stable,0.2 ,48,409.5, 442.2,-10.5, 12.1
2502,Scurry County          ,424.6 ,82,falling,-8.4 ,48,384.0, 468.5,-10.1, -6.7
2503,Bastrop County          ,424.4 ,377,stable,-0.7 ,48,404.7, 444.8,-7.8, 6.9
2504,Hood County          ,424.4 ,368,stable,0.5 ,48,403.9, 445.7,-1.4, 2.4
2505,Lavaca County          ,423.9 ,125,stable,-3.2 ,48,389.1, 461.3,-17.2, 13.2
2506,Palo Pinto County          ,423.3 ,156,stable,-0.6 ,48,393.0, 455.5,-9.7, 9.3
2507,Colorado County          ,423.1 ,129,stable,0.5 ,48,389.5, 459.0,-7.8, 9.5
2508,Haskell County          ,422.5 ,36,stable,5.2 ,48,359.2, 494.7,-16.0, 31.7
2509,Leon County          ,422.4 ,108,falling,-1.3 ,48,385.1, 462.7,-2.0, -0.5
2510,Coke County          ,422.3 ,24,stable,5.1 ,48,343.9, 516.5,-19.9, 38.0
2511,Harrison County          ,421.8 ,332,stable,1.1 ,48,401.3, 443.2,-7.0, 10.0
2512,Stephens County          ,421.7 ,54,rising,10.8 ,48,371.0, 477.9,2.2, 20.2
2513,Guadalupe County          ,421.7 ,646,stable,-2.8 ,48,407.1, 436.8,-7.1, 1.7
2514,Runnels County          ,421.3 ,61,stable,2.3 ,48,373.4, 474.1,-16.5, 25.4
2515,Newton County          ,421.1 ,80,stable,-1.4 ,48,379.3, 466.6,-12.7, 11.3
2516,Dallas County          ,419.7 ,"9,454",stable,-0.7 ,48,415.8, 423.6,-1.4, 0.1
2517,Crosby County          ,419.5 ,30,stable,-3.7 ,48,352.1, 496.4,-21.2, 17.7
2518,San Patricio County          ,419.3 ,304,stable,-1.8 ,48,398.1, 441.3,-6.9, 3.5
2519,Brown County          ,419.1 ,212,stable,1.0 ,48,393.4, 446.2,-3.7, 5.9
2520,Madison County          ,418.4 ,64,stable,1.7 ,48,373.0, 467.9,-7.5, 12.0
2521,Coleman County          ,418.2 ,57,stable,-5.9 ,48,368.1, 474.2,-19.9, 10.5
2522,Red River County          ,417.7 ,83,stable,-2.6 ,48,376.7, 462.6,-9.9, 5.3
2523,McLennan County          ,417.6 ,"1,069",stable,0.5 ,48,406.3, 429.2,-4.9, 6.2
2524,Young County          ,417.4 ,103,stable,-1.2 ,48,380.8, 456.8,-4.9, 2.6
2525,Terrell County          ,417.4 ,6,stable,-20.6 ,48,269.5, 627.3,-58.1, 50.6
2526,Goliad County          ,416.8 ,46,stable,0.7 ,48,362.6, 477.9,-4.8, 6.5
2527,Callahan County          ,416.7 ,81,stable,-1.3 ,48,375.7, 461.5,-11.1, 9.6
2528,Winkler County          ,416.5 ,30,stable,6.6 ,48,351.6, 489.8,-12.7, 30.2
2529,Wise County          ,416.0 ,296,stable,0.2 ,48,394.4, 438.4,-9.5, 11.0
2530,San Augustine County          ,414.9 ,59,stable,3.5 ,48,365.6, 470.1,-7.2, 15.4
2531,Cooke County          ,414.9 ,206,stable,-1.6 ,48,389.0, 442.1,-8.1, 5.4
2532,Lubbock County          ,414.5 ,"1,157",falling,-1.5 ,48,403.7, 425.5,-3.0, -0.1
2533,Deaf Smith County          ,413.6 ,75,stable,-2.1 ,48,372.1, 458.3,-10.3, 6.8
2534,Eastland County          ,413.1 ,111,stable,1.0 ,48,377.8, 451.2,-10.8, 14.4
2535,Brazoria County          ,413.1 ,"1,347",stable,-1.6 ,48,403.0, 423.4,-4.4, 1.4
2536,Bowie County          ,412.9 ,456,falling,-3.4 ,48,395.8, 430.6,-4.7, -2.1
2537,Williamson County          ,412.3 ,"1,883",stable,1.4 ,48,403.8, 420.9,-0.6, 3.4
2538,Burleson County          ,411.5 ,104,stable,5.4 ,48,375.4, 450.6,-3.6, 15.1
2539,Liberty County          ,409.4 ,345,stable,-0.7 ,48,389.7, 429.8,-4.1, 2.8
2540,Ector County          ,409.3 ,537,stable,1.3 ,48,393.7, 425.4,-3.5, 6.4
2541,Rockwall County          ,409.0 ,353,stable,0.7 ,48,389.7, 429.1,-4.4, 6.1
2542,San Jacinto County          ,409.0 ,160,stable,-5.5 ,48,379.5, 440.4,-12.5, 2.0
2543,Burnet County          ,408.7 ,265,falling,-3.0 ,48,385.9, 432.5,-5.3, -0.6
2544,Morris County          ,407.8 ,75,stable,-0.1 ,48,365.4, 454.2,-11.0, 12.1
2545,Franklin County          ,405.7 ,60,stable,-3.1 ,48,358.5, 457.8,-13.8, 8.9
2546,Denton County          ,405.5 ,"2,577",falling,-2.8 ,48,398.0, 413.0,-4.9, -0.6
2547,Collin County          ,405.2 ,"3,232",stable,-1.5 ,48,398.7, 411.8,-4.0, 1.2
2548,Foard County          ,404.9 ,8,stable,5.5 ,48,280.4, 573.7,-10.7, 24.7
2549,Armstrong County          ,404.6 ,11,stable,-18.3 ,48,296.4, 542.3,-36.8, 5.5
2550,Garza County          ,404.0 ,25,stable,-12.5 ,48,334.5, 483.8,-39.5, 26.5
2551,Floyd County          ,402.7 ,32,stable,1.3 ,48,341.1, 472.9,-5.6, 8.8
2552,Midland County          ,401.5 ,583,falling,-5.5 ,48,386.7, 416.7,-10.0, -0.8
2553,Bosque County          ,400.8 ,114,stable,2.5 ,48,366.4, 438.0,-6.9, 12.8
2554,Galveston County          ,400.7 ,"1,377",falling,-3.2 ,48,391.0, 410.6,-5.5, -0.8
2555,Harris County          ,400.1 ,"15,446",falling,-3.6 ,48,397.2, 403.1,-5.7, -1.4
2556,Jefferson County          ,399.9 ,"1,121",falling,-1.5 ,48,389.3, 410.7,-2.6, -0.3
2557,Panola County          ,398.4 ,122,stable,0.6 ,48,366.4, 432.7,-12.0, 15.1
2558,Irion County          ,397.7 ,9,stable,19.9 ,48,282.4, 548.6,-30.0, 105.4
2559,Bailey County          ,396.3 ,30,stable,-5.5 ,48,334.0, 466.8,-26.7, 21.9
2560,Somervell County          ,396.2 ,45,stable,0.0 ,48,344.6, 453.9,-18.8, 23.1
2561,Montgomery County          ,396.1 ,"2,099",falling,-4.0 ,48,388.3, 404.0,-5.5, -2.5
2562,Kent County          ,395.8 ,5,stable,-5.7 ,48,245.8, 620.3,-37.1, 41.4
2563,Erath County          ,395.8 ,165,stable,3.0 ,48,368.7, 424.5,-1.6, 7.8
2564,Ward County          ,394.4 ,48,stable,6.6 ,48,345.3, 448.6,-9.4, 25.4
2565,Shelby County          ,393.7 ,124,stable,-0.2 ,48,362.7, 426.6,-11.7, 12.7
2566,El Paso County          ,393.6 ,"3,044",stable,-0.6 ,48,387.3, 400.0,-2.6, 1.4
2567,Jones County          ,392.9 ,90,stable,3.8 ,48,357.1, 431.4,-6.7, 15.5
2568,Andrews County          ,392.6 ,59,stable,-10.6 ,48,348.4, 440.6,-20.1, 0.0
2569,Austin County          ,391.2 ,151,stable,-0.7 ,48,362.7, 421.5,-7.3, 6.4
2570,Howard County          ,391.1 ,151,falling,-4.0 ,48,363.3, 420.6,-7.4, -0.4
2571,Hemphill County          ,390.8 ,17,stable,-10.0 ,48,311.7, 484.1,-27.0, 11.1
2572,Titus County          ,390.6 ,132,stable,-4.0 ,48,360.9, 422.0,-10.1, 2.5
2573,Briscoe County          ,389.9 ,10,stable,9.8 ,48,284.3, 529.4,-30.7, 74.0
2574,Fayette County          ,389.6 ,154,stable,-0.7 ,48,360.6, 420.6,-7.5, 6.6
2575,Comanche County          ,389.0 ,79,stable,1.8 ,48,349.1, 432.7,-2.2, 6.0
2576,Caldwell County          ,388.9 ,166,stable,-1.5 ,48,362.4, 416.9,-12.9, 11.5
2577,Castro County          ,388.9 ,34,stable,-8.6 ,48,331.6, 453.4,-25.6, 12.3
2578,Nacogdoches County          ,388.8 ,259,stable,-3.0 ,48,367.4, 411.1,-6.4, 0.6
2579,Kerr County          ,388.4 ,331,stable,0.3 ,48,368.1, 409.7,-6.0, 6.9
2580,Reagan County          ,388.3 ,13,stable,2.2 ,48,297.9, 496.8,-35.5, 61.7
2581,Comal County          ,388.1 ,617,falling,-4.9 ,48,374.0, 402.7,-9.3, -0.2
2582,Bexar County          ,388.1 ,"6,846",stable,-1.9 ,48,383.9, 392.3,-5.6, 2.0
2583,Travis County          ,387.6 ,"3,703",stable,-0.4 ,48,381.7, 393.5,-4.3, 3.6
2584,Hays County          ,387.2 ,621,stable,-0.2 ,48,373.1, 401.6,-2.0, 1.7
2585,Archer County          ,385.3 ,49,stable,0.5 ,48,337.4, 439.0,-11.9, 14.5
2586,Collingsworth County          ,385.2 ,14,stable,4.8 ,48,297.4, 491.8,-19.7, 36.6
2587,Nueces County          ,385.2 ,"1,460",stable,-0.4 ,48,376.2, 394.3,-2.3, 1.4
2588,Washington County          ,385.0 ,187,stable,-0.3 ,48,359.7, 411.8,-9.8, 10.3
2589,Brooks County          ,384.0 ,35,stable,-10.9 ,48,327.1, 448.5,-23.9, 4.4
2590,Lamb County          ,382.8 ,61,stable,-0.8 ,48,340.3, 429.3,-9.3, 8.6
2591,Childress County          ,382.5 ,30,stable,-2.0 ,48,322.3, 450.9,-7.0, 3.3
2592,Blanco County          ,382.4 ,64,stable,2.5 ,48,337.3, 432.5,-8.7, 14.9
2593,Terry County          ,380.6 ,55,stable,-4.4 ,48,336.2, 429.4,-10.9, 2.6
2594,Crane County          ,380.4 ,17,stable,-2.4 ,48,302.8, 471.5,-15.1, 12.1
2595,Hockley County          ,379.2 ,96,stable,-1.4 ,48,345.5, 415.3,-14.2, 13.4
2596,Val Verde County          ,379.1 ,189,stable,1.7 ,48,355.0, 404.3,-5.0, 8.9
2597,Gillespie County          ,378.5 ,170,stable,1.0 ,48,350.1, 408.8,-1.6, 3.7
2598,Cameron County          ,378.3 ,"1,512",stable,-1.8 ,48,369.7, 387.0,-4.3, 0.8
2599,Hale County          ,377.7 ,131,stable,0.8 ,48,349.1, 408.1,-8.7, 11.2
2600,Uvalde County          ,377.6 ,115,stable,1.1 ,48,346.5, 410.7,-4.9, 7.5
2601,Willacy County          ,377.5 ,82,stable,8.7 ,48,341.5, 416.2,-8.0, 28.4
2602,Waller County          ,377.1 ,168,stable,-3.5 ,48,351.2, 404.4,-10.9, 4.6
2603,Llano County          ,376.9 ,154,stable,-3.5 ,48,345.3, 411.1,-14.6, 9.1
2604,Brazos County          ,376.6 ,564,stable,-3.3 ,48,362.6, 391.1,-7.1, 0.7
2605,Hansford County          ,376.4 ,24,stable,14.5 ,48,311.1, 451.8,-11.9, 48.8
2606,Jim Wells County          ,374.5 ,167,stable,-0.6 ,48,349.1, 401.2,-10.9, 11.0
2607,Kendall County          ,374.2 ,192,stable,-2.7 ,48,350.0, 399.7,-15.7, 12.2
2608,Grimes County          ,373.6 ,129,stable,2.1 ,48,344.4, 404.9,-11.6, 17.9
2609,Dimmit County          ,373.2 ,43,stable,3.6 ,48,323.7, 428.0,-15.2, 26.6
2610,Live Oak County          ,373.0 ,63,stable,1.8 ,48,331.4, 418.7,-16.9, 24.7
2611,Bandera County          ,372.1 ,130,stable,0.9 ,48,341.5, 405.2,-6.4, 8.6
2612,Gonzales County          ,371.9 ,91,stable,-0.8 ,48,337.7, 408.7,-14.3, 14.8
2613,Moore County          ,371.1 ,71,stable,1.9 ,48,332.9, 412.3,-11.6, 17.6
2614,Fort Bend County          ,370.4 ,"2,300",falling,-3.0 ,48,363.2, 377.7,-4.8, -1.2
2615,Ochiltree County          ,369.8 ,35,stable,-9.8 ,48,316.1, 429.9,-32.4, 20.4
2616,Duval County          ,369.4 ,51,stable,3.4 ,48,324.8, 418.6,-17.5, 29.5
2617,Fisher County          ,369.3 ,22,stable,1.3 ,48,299.4, 452.7,-30.1, 46.8
2618,Bee County          ,369.2 ,115,stable,6.5 ,48,339.2, 401.1,-1.9, 15.8
2619,Wilson County          ,368.9 ,203,stable,1.1 ,48,345.9, 393.1,-9.5, 12.9
2620,Hardeman County          ,368.5 ,21,stable,6.0 ,48,297.3, 452.9,-15.7, 33.4
2621,Yoakum County          ,368.0 ,28,stable,-3.3 ,48,308.8, 435.0,-16.3, 11.8
2622,Karnes County          ,367.8 ,61,stable,-4.2 ,48,327.2, 412.1,-23.6, 20.3
2623,Mills County          ,366.6 ,29,rising,23.9 ,48,305.3, 438.6,11.5, 37.6
2624,Swisher County          ,363.9 ,34,falling,-8.9 ,48,309.7, 425.1,-14.9, -2.5
2625,Atascosa County          ,363.6 ,190,stable,-4.8 ,48,340.4, 388.0,-14.2, 5.7
2626,Medina County          ,362.0 ,206,stable,-1.0 ,48,339.6, 385.5,-6.2, 4.5
2627,Robertson County          ,360.0 ,81,stable,-5.5 ,48,324.5, 398.5,-14.4, 4.3
2628,Throckmorton County          ,360.0 ,11,stable,-8.0 ,48,267.3, 483.4,-36.1, 32.4
2629,Motley County          ,359.9 ,8,rising,22.1 ,48,243.9, 525.1,1.8, 46.6
2630,Stonewall County          ,359.0 ,9,stable,6.5 ,48,255.5, 499.0,-27.5, 56.3
2631,Maverick County          ,357.2 ,182,stable,3.0 ,48,334.1, 381.3,-7.3, 14.4
2632,Jack County          ,356.0 ,39,stable,-1.5 ,48,306.8, 411.2,-14.2, 13.1
2633,Reeves County          ,355.1 ,51,stable,-0.9 ,48,312.6, 401.8,-19.3, 21.8
2634,Cottle County          ,353.6 ,9,stable,12.3 ,48,255.7, 486.8,-18.0, 53.7
2635,Schleicher County          ,352.9 ,13,stable,-3.1 ,48,270.8, 453.1,-28.3, 31.1
2636,Pecos County          ,347.5 ,57,stable,0.1 ,48,308.0, 390.7,-18.5, 22.9
2637,Tyler County          ,346.4 ,109,stable,-0.4 ,48,316.8, 378.2,-11.9, 12.6
2638,Parmer County          ,345.6 ,35,stable,8.1 ,48,295.5, 401.7,-10.1, 30.0
2639,Menard County          ,344.3 ,13,stable,6.3 ,48,257.3, 457.1,-8.8, 23.9
2640,Gaines County          ,343.8 ,52,stable,2.8 ,48,302.4, 388.9,-16.3, 26.2
2641,Cochran County          ,341.9 ,12,stable,-4.3 ,48,259.5, 443.3,-38.2, 48.3
2642,Frio County          ,341.6 ,60,stable,3.7 ,48,303.5, 383.1,-10.6, 20.2
2643,Kimble County          ,339.4 ,25,stable,1.0 ,48,276.8, 414.0,-21.8, 30.4
2644,Carson County          ,337.6 ,27,stable,12.1 ,48,281.4, 402.5,-6.9, 35.1
2645,Hidalgo County          ,333.2 ,"2,307",stable,-2.4 ,48,327.1, 339.4,-4.9, 0.1
2646,Lynn County          ,332.3 ,24,stable,15.8 ,48,272.9, 401.3,-0.1, 34.3
2647,Zavala County          ,329.7 ,39,stable,3.0 ,48,284.4, 380.1,-15.4, 25.3
2648,Real County          ,328.7 ,21,stable,-0.4 ,48,265.2, 407.3,-8.1, 7.9
2649,Oldham County          ,328.4 ,7,stable,-0.2 ,48,227.8, 460.1,-20.6, 25.5
2650,Hartley County          ,327.8 ,21,stable,-1.6 ,48,267.9, 397.7,-3.5, 0.3
2651,Concho County          ,326.9 ,16,stable,-2.6 ,48,258.0, 410.5,-13.9, 10.3
2652,Brewster County          ,326.1 ,42,stable,0.7 ,48,280.6, 377.3,-21.8, 29.5
2653,Webb County          ,325.9 ,659,stable,-1.3 ,48,314.7, 337.5,-5.5, 3.1
2654,Martin County          ,323.0 ,17,stable,-0.4 ,48,256.1, 401.6,-7.1, 6.7
2655,Edwards County          ,322.5 ,10,stable,-14.0 ,48,229.2, 445.3,-31.3, 7.6
2656,Crockett County          ,314.5 ,14,stable,-5.2 ,48,243.1, 401.0,-28.7, 26.0
2657,McMullen County          ,305.7 ,4,*,*,48,178.9, 503.5,,
2658,San Saba County          ,302.4 ,26,stable,1.4 ,48,250.3, 363.4,-23.5, 34.4
2659,Jim Hogg County          ,301.2 ,18,stable,0.9 ,48,240.8, 372.6,-18.9, 25.5
2660,Sherman County          ,298.5 ,10,stable,-3.4 ,48,221.1, 395.1,-40.0, 55.3
2661,Zapata County          ,295.9 ,38,stable,-1.3 ,48,255.0, 341.3,-11.0, 9.4
2662,Upton County          ,294.1 ,12,rising,14.9 ,48,223.2, 381.2,3.1, 28.0
2663,Shackelford County          ,294.0 ,14,stable,-3.2 ,48,227.7, 375.9,-39.1, 53.7
2664,Dickens County          ,292.1 ,10,stable,-0.1 ,48,213.7, 393.8,-24.7, 32.5
2665,La Salle County          ,285.2 ,21,stable,8.6 ,48,232.2, 346.8,-9.9, 30.8
2666,Mason County          ,281.4 ,20,stable,6.4 ,48,223.5, 352.2,-29.8, 61.3
